id,idade,sexo,anos_estudo,cor_raca,salario,estado_civil,regiao
31356410101.0,55,homem,5.0,Parda,,1.0,sudeste
31356410102.0,51,mulher,5.0,Parda,,1.0,sudeste
31356410103.0,26,homem,8.0,Parda,,0.0,sudeste
31356410106.0,30,mulher,11.0,Parda,2200.0,0.0,sudeste
31356410108.0,22,mulher,9.0,Parda,,0.0,sudeste
31356411101.0,55,mulher,5.0,Branca,,1.0,sudeste
31356411102.0,34,homem,5.0,Parda,,1.0,sudeste
31356412102.0,60,mulher,5.0,Branca,3600.0,0.0,sudeste
31356412105.0,22,mulher,5.0,Parda,2400.0,0.0,sudeste
31356413102.0,34,homem,5.0,Parda,,0.0,sudeste
31356413103.0,38,mulher,11.0,Parda,3000.0,0.0,sudeste
31357201101.0,39,mulher,5.0,Parda,,0.0,sudeste
31357201102.0,30,homem,5.0,Parda,,0.0,sudeste
31357201103.0,21,mulher,8.0,Parda,,0.0,sudeste
31357202101.0,34,homem,5.0,Preta,4930.2001953125,1.0,sudeste
31357202102.0,27,mulher,7.0,Preta,,1.0,sudeste
31357203101.0,38,homem,5.0,Parda,3202.0,1.0,sudeste
31357203102.0,37,mulher,11.0,Parda,5029.7998046875,1.0,sudeste
31357204101.0,57,homem,5.0,Parda,0.0,0.0,sudeste
31357205101.0,33,mulher,11.0,Branca,38304.0,1.0,sudeste
31357205102.0,24,homem,11.0,Branca,16416.0,1.0,sudeste
31357206101.0,46,homem,10.0,Parda,11692.560546875,1.0,sudeste
31357206102.0,40,mulher,11.0,Parda,8429.5205078125,1.0,sudeste
31357207101.0,50,homem,8.0,Parda,6912.0,1.0,sudeste
31357207102.0,31,mulher,11.0,Parda,4116.0,1.0,sudeste
31357208101.0,37,homem,5.0,Parda,8032.080078125,1.0,sudeste
31357208102.0,30,mulher,5.0,Parda,17640.0,1.0,sudeste
31357209103.0,45,homem,12.0,Parda,10506.0,0.0,sudeste
31357209104.0,41,mulher,12.0,Parda,6180.0,0.0,sudeste
31357212101.0,42,mulher,5.0,Parda,727.199951171875,0.0,sudeste
31357212102.0,22,homem,11.0,Parda,4731.0,0.0,sudeste
31357213103.0,45,mulher,,Parda,7276.7998046875,0.0,sudeste
31358001101.0,49,mulher,5.0,Parda,,0.0,sudeste
31358002101.0,57,mulher,5.0,Parda,,0.0,sudeste
31358002102.0,35,mulher,11.0,Parda,7056.0,0.0,sudeste
31358002103.0,32,mulher,11.0,Parda,10208.400390625,0.0,sudeste
31358002104.0,33,homem,11.0,Preta,8232.0,0.0,sudeste
31358005101.0,49,mulher,15.0,Branca,27192.0,0.0,sudeste
31358005102.0,20,homem,15.0,Preta,6660.0,0.0,sudeste
31358007101.0,53,homem,11.0,Parda,7068.0,0.0,sudeste
31358009102.0,39,mulher,11.0,Parda,6064.7998046875,0.0,sudeste
31358009103.0,33,mulher,5.0,Branca,,0.0,sudeste
31358010101.0,60,mulher,5.0,Parda,,0.0,sudeste
31358010102.0,29,homem,5.0,Parda,,0.0,sudeste
31358011103.0,31,homem,6.0,Parda,3283.2001953125,0.0,sudeste
31358012101.0,50,mulher,5.0,Parda,1212.0,1.0,sudeste
31358012102.0,31,homem,5.0,Parda,,1.0,sudeste
31358013101.0,56,homem,5.0,Parda,,1.0,sudeste
31358013102.0,56,mulher,5.0,Preta,,1.0,sudeste
31358013103.0,29,mulher,11.0,Parda,7090.80029296875,0.0,sudeste
31358013104.0,27,mulher,11.0,Branca,,0.0,sudeste
31359901101.0,44,mulher,5.0,Parda,1717.2000732421875,0.0,sudeste
31359902101.0,23,mulher,11.0,Parda,1060.0,0.0,sudeste
31359902102.0,35,homem,6.0,Parda,,0.0,sudeste
31359903101.0,29,homem,10.0,Parda,3496.5,1.0,sudeste
31359903102.0,20,mulher,9.0,Branca,265.0,1.0,sudeste
31359904102.0,60,mulher,5.0,Branca,,0.0,sudeste
31359905101.0,56,homem,5.0,Parda,7056.0,1.0,sudeste
31359905102.0,53,mulher,5.0,Parda,,1.0,sudeste
31359905103.0,22,mulher,11.0,Parda,5292.0,0.0,sudeste
31359905104.0,20,mulher,11.0,Parda,,0.0,sudeste
31359906101.0,51,homem,5.0,Parda,,1.0,sudeste
31359906102.0,37,mulher,5.0,Parda,86.39999389648438,1.0,sudeste
31359907101.0,34,homem,11.0,Preta,9125.280029296877,0.0,sudeste
31359908101.0,40,mulher,5.0,Branca,3636.0,0.0,sudeste
31359909102.0,58,mulher,5.0,Parda,2304.0,0.0,sudeste
31359909103.0,28,mulher,11.0,Parda,0.0,0.0,sudeste
31359909104.0,24,homem,11.0,Parda,6840.0,0.0,sudeste
31359910101.0,33,homem,7.0,Parda,4704.0,1.0,sudeste
31359910102.0,29,mulher,11.0,Parda,6720.0,1.0,sudeste
31359911102.0,47,mulher,11.0,Preta,2614.5,0.0,sudeste
31359911103.0,34,homem,5.0,Parda,570.0,0.0,sudeste
31359912101.0,37,homem,11.0,Preta,800.0,1.0,sudeste
31359912102.0,35,mulher,11.0,Parda,460.0,1.0,sudeste
31359913101.0,46,mulher,5.0,Branca,360.0,0.0,sudeste
31359913102.0,25,homem,11.0,Parda,12360.0,0.0,sudeste
31359913103.0,23,mulher,11.0,Parda,2400.0,0.0,sudeste
31360201101.0,50,homem,9.0,Parda,,0.0,sudeste
31360202101.0,37,mulher,15.0,Parda,9090.0,0.0,sudeste
31360204101.0,27,mulher,5.0,Parda,,0.0,sudeste
31360205102.0,57,mulher,5.0,Parda,,0.0,sudeste
31360206101.0,42,homem,5.0,Parda,5994.0,0.0,sudeste
31360207101.0,21,homem,8.0,Parda,6042.0,0.0,sudeste
31360209101.0,52,homem,5.0,Parda,2235.599853515625,1.0,sudeste
31360209102.0,53,mulher,5.0,Parda,,1.0,sudeste
31360209103.0,21,homem,10.0,Parda,,0.0,sudeste
31360210101.0,32,mulher,5.0,Parda,,0.0,sudeste
31360212101.0,54,homem,5.0,Parda,5400.0,1.0,sudeste
31360212102.0,47,mulher,5.0,Parda,1800.0,1.0,sudeste
31360213101.0,30,homem,5.0,Parda,10200.0,1.0,sudeste
31360213102.0,32,mulher,11.0,Parda,,1.0,sudeste
31361002101.0,33,homem,5.0,Parda,10944.0,1.0,sudeste
31361002102.0,35,mulher,5.0,Parda,5472.0,1.0,sudeste
31361003101.0,37,homem,5.0,Parda,4752.0,1.0,sudeste
31361003102.0,31,mulher,5.0,Parda,2544.0,1.0,sudeste
31361004101.0,31,homem,6.0,Parda,4560.0,1.0,sudeste
31361004102.0,33,mulher,5.0,Branca,,1.0,sudeste
31361005101.0,31,homem,9.0,Parda,14256.0,1.0,sudeste
31361005102.0,26,mulher,8.0,Branca,3420.0,1.0,sudeste
31361006101.0,43,homem,5.0,Branca,9324.0,0.0,sudeste
31361008101.0,34,homem,5.0,Parda,10656.0,1.0,sudeste
31361008102.0,22,mulher,6.0,Branca,,1.0,sudeste
31361010101.0,42,mulher,5.0,Parda,4242.0,0.0,sudeste
31361011101.0,37,homem,8.0,Parda,6912.0,1.0,sudeste
31361011102.0,30,mulher,8.0,Parda,3225.599853515625,1.0,sudeste
31361012101.0,32,homem,5.0,Branca,6384.0,1.0,sudeste
31361012102.0,24,gestante,7.0,Parda,2736.0,1.0,sudeste
31361013101.0,34,mulher,8.0,Branca,,0.0,sudeste
31362902101.0,44,homem,5.0,Parda,5000.0,1.0,sudeste
31362902102.0,36,mulher,5.0,Parda,,1.0,sudeste
31362903101.0,42,homem,5.0,Parda,2880.0,1.0,sudeste
31362903102.0,24,mulher,8.0,Parda,1800.0,1.0,sudeste
31362905101.0,58,homem,5.0,Parda,,1.0,sudeste
31362905102.0,50,mulher,5.0,Parda,,1.0,sudeste
31362905104.0,30,mulher,9.0,Parda,1358.0,0.0,sudeste
31362906103.0,23,homem,15.0,Parda,5700.0,0.0,sudeste
31362907101.0,26,homem,5.0,Branca,3456.0,0.0,sudeste
31362909101.0,39,homem,6.0,Branca,4104.0,0.0,sudeste
31362910101.0,39,homem,5.0,Branca,7560.0,1.0,sudeste
31362910102.0,35,mulher,5.0,Branca,,1.0,sudeste
31362911102.0,29,mulher,11.0,Parda,5670.0,0.0,sudeste
31362912101.0,32,mulher,11.0,Branca,7560.0,0.0,sudeste
31363701101.0,39,mulher,5.0,Preta,3636.0,0.0,sudeste
31363701105.0,20,mulher,8.0,Parda,1222.2000732421875,0.0,sudeste
31363702101.0,30,homem,5.0,Branca,3420.0,1.0,sudeste
31363702102.0,29,mulher,8.0,Branca,,1.0,sudeste
31363703101.0,32,mulher,5.0,Parda,3026.39990234375,0.0,sudeste
31363704101.0,46,homem,5.0,Parda,5670.0,1.0,sudeste
31363704102.0,39,mulher,5.0,Parda,,1.0,sudeste
31363705101.0,60,mulher,5.0,Branca,0.0,0.0,sudeste
31363705102.0,38,homem,5.0,Branca,4848.0,0.0,sudeste
31363706101.0,29,homem,5.0,Branca,3420.0,0.0,sudeste
31363707103.0,24,mulher,5.0,Parda,1396.800048828125,0.0,sudeste
31363708101.0,41,homem,10.0,Parda,2850.0,1.0,sudeste
31363708102.0,42,mulher,5.0,Parda,,1.0,sudeste
31363709101.0,31,homem,5.0,Parda,12120.0,1.0,sudeste
31363709102.0,32,mulher,8.0,Parda,,1.0,sudeste
31363711101.0,36,homem,5.0,Parda,3420.0,1.0,sudeste
31363711102.0,36,mulher,5.0,Parda,5061.599609375,1.0,sudeste
31363712101.0,58,homem,5.0,Parda,3456.0,1.0,sudeste
31363712102.0,54,mulher,5.0,Parda,,1.0,sudeste
31363712103.0,22,homem,8.0,Parda,4608.0,0.0,sudeste
31364501101.0,39,homem,11.0,Branca,-1.0,0.0,sudeste
31364506101.0,38,homem,11.0,Parda,15120.0,1.0,sudeste
31364506102.0,30,mulher,11.0,Branca,,1.0,sudeste
31364508101.0,28,homem,8.0,Parda,4980.0,1.0,sudeste
31364508102.0,23,mulher,11.0,Branca,,1.0,sudeste
31364509101.0,47,homem,5.0,Parda,5700.0,0.0,sudeste
31364511101.0,24,homem,11.0,Branca,1443.0,0.0,sudeste
31364512101.0,52,homem,5.0,Parda,5940.0,1.0,sudeste
31364512102.0,60,mulher,5.0,Parda,,1.0,sudeste
31364513101.0,22,homem,7.0,Parda,5760.0,1.0,sudeste
31364513102.0,43,mulher,11.0,Parda,9990.0,1.0,sudeste
31365301101.0,38,homem,5.0,Preta,63983.40234375,1.0,sudeste
31365301102.0,30,mulher,15.0,Parda,,1.0,sudeste
31365304101.0,48,homem,5.0,Branca,5575.2001953125,1.0,sudeste
31365304102.0,42,mulher,5.0,Parda,4830.599609375,1.0,sudeste
31365304103.0,23,homem,7.0,Parda,6270.0,0.0,sudeste
31365304104.0,20,homem,7.0,Parda,7410.0,0.0,sudeste
31365305101.0,27,homem,9.0,Branca,1140.0,0.0,sudeste
31365308101.0,39,mulher,14.0,Parda,6739.919921875,1.0,sudeste
31365308102.0,45,homem,6.0,Preta,5940.0,1.0,sudeste
31365309101.0,49,mulher,8.0,Parda,,0.0,sudeste
31365309102.0,21,mulher,12.0,Parda,7858.80029296875,0.0,sudeste
31365310101.0,28,homem,5.0,Preta,8100.0,0.0,sudeste
31365312101.0,44,homem,5.0,Parda,,1.0,sudeste
31365312102.0,40,mulher,9.0,Branca,8179.080078125,1.0,sudeste
31365313101.0,31,homem,11.0,Branca,14700.0,1.0,sudeste
31365313102.0,24,mulher,6.0,Parda,2625.0,1.0,sudeste
31366101101.0,55,homem,11.0,Parda,999999.0,1.0,sudeste
31366101102.0,42,mulher,11.0,Parda,5880.0,1.0,sudeste
31366101103.0,20,mulher,12.0,Parda,,0.0,sudeste
31366101105.0,29,homem,5.0,Parda,4037.5,0.0,sudeste
31366102101.0,57,mulher,5.0,Parda,,0.0,sudeste
31366105101.0,46,homem,5.0,Preta,792.0,0.0,sudeste
31366106101.0,34,homem,5.0,Parda,4605.599609375,1.0,sudeste
31366106102.0,42,mulher,5.0,Parda,,1.0,sudeste
31366107101.0,42,homem,11.0,Parda,6048.0,1.0,sudeste
31366107102.0,37,mulher,14.0,Parda,14364.0,1.0,sudeste
31366108101.0,30,homem,5.0,Preta,950.0,1.0,sudeste
31366108102.0,21,mulher,11.0,Parda,,1.0,sudeste
31366110101.0,53,mulher,5.0,Parda,6930.0,0.0,sudeste
31366110102.0,20,homem,8.0,Parda,,0.0,sudeste
31366111101.0,44,mulher,5.0,Parda,,0.0,sudeste
31366112101.0,27,mulher,5.0,Parda,,1.0,sudeste
31366112102.0,31,homem,9.0,Parda,,1.0,sudeste
31366115101.0,52,homem,5.0,Parda,,1.0,sudeste
31366115102.0,41,mulher,5.0,Parda,,1.0,sudeste
31366115103.0,20,homem,11.0,Parda,7326.0,0.0,sudeste
31366116101.0,37,homem,5.0,Parda,8080.0,1.0,sudeste
31366116102.0,28,mulher,11.0,Parda,,1.0,sudeste
31366118101.0,42,homem,5.0,Parda,17640.0,0.0,sudeste
31367001101.0,31,homem,5.0,Parda,9360.0,1.0,sudeste
31367001102.0,36,mulher,11.0,Branca,3600.0,1.0,sudeste
31367002101.0,42,mulher,5.0,Branca,1560.0,0.0,sudeste
31367003102.0,29,mulher,8.0,Branca,3000.0,0.0,sudeste
31367003103.0,26,mulher,10.0,Parda,1920.0,0.0,sudeste
31367005101.0,28,homem,8.0,Parda,3990.0,0.0,sudeste
31367007101.0,57,mulher,15.0,Branca,,0.0,sudeste
31367008102.0,27,homem,7.0,Branca,,0.0,sudeste
31367009101.0,56,homem,5.0,Parda,,1.0,sudeste
31367009102.0,51,mulher,5.0,Parda,,1.0,sudeste
31367010101.0,49,homem,5.0,Parda,9408.0,1.0,sudeste
31367010102.0,41,mulher,6.0,Parda,,1.0,sudeste
31367011101.0,41,homem,5.0,Parda,3420.0,1.0,sudeste
31367011102.0,34,mulher,5.0,Parda,,1.0,sudeste
31367012101.0,24,homem,11.0,Branca,4704.0,0.0,sudeste
31368801101.0,51,homem,10.0,Preta,999999.0,1.0,sudeste
31368801102.0,48,mulher,7.0,Parda,4554.330078125,1.0,sudeste
31368801103.0,28,mulher,15.0,Parda,,0.0,sudeste
31368802101.0,37,homem,15.0,Branca,71280.0,1.0,sudeste
31368802102.0,25,mulher,15.0,Branca,17820.0,1.0,sudeste
31368803101.0,22,homem,11.0,Parda,3240.0,0.0,sudeste
31368804101.0,44,mulher,15.0,Parda,28906.560119628906,0.0,sudeste
31368804102.0,22,homem,15.0,Parda,,0.0,sudeste
31368805101.0,30,homem,11.0,Branca,6177.599609375,1.0,sudeste
31368805102.0,23,mulher,11.0,Parda,,1.0,sudeste
31368806101.0,40,homem,11.0,Preta,24460.80078125,1.0,sudeste
31368806102.0,40,mulher,11.0,Branca,64.80000305175781,1.0,sudeste
31368806103.0,20,homem,10.0,Parda,6240.0,0.0,sudeste
31368807101.0,26,homem,8.0,Branca,15912.0,1.0,sudeste
31368807102.0,29,mulher,11.0,Parda,8736.0,1.0,sudeste
31368808101.0,47,homem,11.0,Preta,-1.0,1.0,sudeste
31368808102.0,48,mulher,11.0,Parda,8386.560546875,1.0,sudeste
31368808103.0,20,homem,11.0,Preta,,0.0,sudeste
31368809101.0,60,homem,12.0,Parda,1980.0,1.0,sudeste
31368809102.0,39,mulher,5.0,Parda,,1.0,sudeste
31368809103.0,21,homem,6.0,Parda,,0.0,sudeste
31368810101.0,60,homem,12.0,Parda,5229.0,1.0,sudeste
31368810102.0,23,mulher,5.0,Parda,,1.0,sudeste
31368810105.0,28,homem,9.0,Parda,,0.0,sudeste
31368811101.0,43,homem,11.0,Parda,17136.0,1.0,sudeste
31368811102.0,38,mulher,12.0,Preta,0.0,1.0,sudeste
31368812101.0,40,homem,5.0,Parda,6804.0,1.0,sudeste
31368812102.0,40,mulher,8.0,Parda,5229.0,1.0,sudeste
31368812103.0,20,mulher,11.0,Parda,,0.0,sudeste
31368813101.0,35,homem,8.0,Branca,520.0,1.0,sudeste
31368813102.0,40,mulher,15.0,Preta,13992.0,1.0,sudeste
31368813105.0,52,homem,5.0,Preta,,0.0,sudeste
31369601101.0,36,homem,7.0,Parda,12960.0,1.0,sudeste
31369601102.0,32,mulher,11.0,Parda,11016.0,1.0,sudeste
31369602101.0,24,homem,12.0,Parda,23760.0,1.0,sudeste
31369602102.0,20,mulher,11.0,Parda,,1.0,sudeste
31369603101.0,34,homem,11.0,Branca,6480.0,0.0,sudeste
31369605101.0,40,homem,8.0,Parda,10368.0,1.0,sudeste
31369605102.0,40,mulher,11.0,Parda,,1.0,sudeste
31369606101.0,40,homem,9.0,Branca,5032.2001953125,1.0,sudeste
31369606102.0,27,mulher,5.0,Parda,2980.7998046875,1.0,sudeste
31369608101.0,47,mulher,5.0,Branca,,0.0,sudeste
31369609101.0,52,mulher,5.0,Parda,,0.0,sudeste
31369609102.0,27,homem,5.0,Parda,5280.0,0.0,sudeste
31369610101.0,39,homem,5.0,Branca,7920.0,1.0,sudeste
31369610102.0,33,mulher,11.0,Branca,736.1999969482422,1.0,sudeste
31369611101.0,34,homem,10.0,Parda,11232.0,1.0,sudeste
31369611102.0,30,mulher,7.0,Parda,,1.0,sudeste
31369612103.0,22,homem,11.0,Branca,,0.0,sudeste
31369613102.0,34,homem,8.0,Parda,8099.5205078125,0.0,sudeste
31370001101.0,44,mulher,5.0,Parda,13104.0,1.0,sudeste
31370001102.0,43,homem,9.0,Parda,,1.0,sudeste
31370002102.0,60,mulher,5.0,Parda,,0.0,sudeste
31370004101.0,30,mulher,15.0,Parda,12355.19921875,1.0,sudeste
31370004102.0,27,homem,10.0,Parda,,1.0,sudeste
31370005103.0,31,homem,5.0,Branca,,0.0,sudeste
31370007101.0,41,homem,5.0,Amarela,14726.3994140625,1.0,sudeste
31370007102.0,39,mulher,5.0,Parda,,1.0,sudeste
31370008101.0,23,homem,5.0,Preta,5179.2001953125,1.0,sudeste
31370008102.0,21,mulher,11.0,Preta,,1.0,sudeste
31370009101.0,58,mulher,11.0,Branca,,0.0,sudeste
31370009103.0,30,homem,14.0,Branca,,0.0,sudeste
31370010101.0,29,homem,5.0,Parda,13200.0,1.0,sudeste
31370010102.0,36,mulher,15.0,Branca,,1.0,sudeste
31370011101.0,35,homem,11.0,Branca,10080.0,1.0,sudeste
31370011102.0,22,mulher,11.0,Branca,,1.0,sudeste
31370012101.0,39,homem,7.0,Parda,,1.0,sudeste
31370012102.0,36,mulher,11.0,Parda,,1.0,sudeste
31370013101.0,37,homem,11.0,Parda,5229.0,1.0,sudeste
31370013102.0,31,mulher,11.0,Parda,,1.0,sudeste
31371801101.0,49,mulher,14.0,Branca,,0.0,sudeste
31371801102.0,23,homem,10.0,Branca,,0.0,sudeste
31371802101.0,54,homem,12.0,Branca,38160.0,1.0,sudeste
31371802102.0,50,mulher,5.0,Branca,12720.0,1.0,sudeste
31371802103.0,31,homem,11.0,Branca,0.0,0.0,sudeste
31371803102.0,20,homem,8.0,Parda,5670.0,0.0,sudeste
31371804102.0,46,homem,11.0,Parda,,0.0,sudeste
31371805101.0,51,homem,11.0,Parda,54282.0,1.0,sudeste
31371805102.0,46,mulher,13.0,Branca,33600.0,1.0,sudeste
31371805103.0,25,homem,11.0,Parda,2856.0,0.0,sudeste
31371805104.0,20,homem,10.0,Branca,,0.0,sudeste
31371806101.0,38,mulher,5.0,Parda,3816.0,0.0,sudeste
31371807101.0,40,homem,11.0,Parda,15600.0,1.0,sudeste
31371807102.0,32,mulher,15.0,Branca,16968.0,1.0,sudeste
31371809103.0,39,mulher,15.0,Preta,5400.0,0.0,sudeste
31371810102.0,38,homem,5.0,Parda,2376.0,0.0,sudeste
31371810103.0,38,homem,5.0,Parda,,0.0,sudeste
31371811101.0,44,homem,12.0,Parda,33120.0,1.0,sudeste
31371811102.0,53,mulher,11.0,Branca,,1.0,sudeste
31371812101.0,50,homem,5.0,Parda,8208.0,0.0,sudeste
31372602101.0,45,mulher,15.0,Branca,15396.5,0.0,sudeste
31372603101.0,51,mulher,5.0,Parda,94080.0,1.0,sudeste
31372603102.0,53,homem,5.0,Branca,6791.400390625,1.0,sudeste
31372603103.0,29,mulher,11.0,Parda,7560.0,0.0,sudeste
31372603104.0,32,mulher,5.0,Preta,,0.0,sudeste
31372604101.0,57,mulher,5.0,Preta,127.20000457763672,0.0,sudeste
31372605101.0,57,mulher,5.0,Parda,,1.0,sudeste
31372605102.0,51,homem,5.0,Parda,7875.0,1.0,sudeste
31372605103.0,28,mulher,11.0,Parda,,0.0,sudeste
31372607101.0,39,mulher,5.0,Branca,3720.9599609375,1.0,sudeste
31372607102.0,38,homem,5.0,Parda,14688.0,1.0,sudeste
31372608102.0,34,homem,5.0,Parda,24124.80078125,0.0,sudeste
31372609101.0,45,mulher,8.0,Parda,3360.0,1.0,sudeste
31372609102.0,48,homem,5.0,Parda,,1.0,sudeste
31372610101.0,40,mulher,5.0,Preta,6372.0,1.0,sudeste
31372610102.0,44,homem,5.0,Preta,30000.0,1.0,sudeste
31372611101.0,53,mulher,5.0,Parda,2268.0,1.0,sudeste
31372611102.0,40,homem,5.0,Parda,1036.800048828125,1.0,sudeste
31372612101.0,42,homem,9.0,Branca,14043.6005859375,1.0,sudeste
31372612102.0,40,mulher,11.0,Branca,3628.7998046875,1.0,sudeste
31372612103.0,22,mulher,9.0,Branca,,0.0,sudeste
31373401101.0,28,homem,11.0,Preta,7344.0,0.0,sudeste
31373402103.0,45,mulher,11.0,Branca,32700.0,0.0,sudeste
31373402104.0,39,homem,11.0,Branca,-1.0,0.0,sudeste
31373403101.0,34,homem,9.0,Parda,10404.0,1.0,sudeste
31373403102.0,33,mulher,11.0,Branca,2689.2001953125,1.0,sudeste
31373405102.0,58,mulher,5.0,Preta,1399.199951171875,0.0,sudeste
31373406101.0,25,homem,12.0,Parda,3241.0,0.0,sudeste
31373407101.0,47,homem,6.0,Branca,16416.0,1.0,sudeste
31373407102.0,42,mulher,7.0,Branca,6988.7999267578125,1.0,sudeste
31373408101.0,56,mulher,8.0,Branca,,0.0,sudeste
31373408102.0,30,mulher,11.0,Branca,,0.0,sudeste
31373408104.0,26,mulher,15.0,Branca,5740.7998046875,0.0,sudeste
31373409102.0,60,mulher,5.0,Preta,,0.0,sudeste
31373411101.0,46,homem,14.0,Parda,33936.0,1.0,sudeste
31373411102.0,48,mulher,5.0,Branca,,1.0,sudeste
31373411103.0,25,mulher,11.0,Branca,1308.0,0.0,sudeste
31373412101.0,33,mulher,9.0,Parda,4879.2001953125,0.0,sudeste
31373413101.0,39,mulher,5.0,Preta,4494.0,0.0,sudeste
31373413102.0,22,homem,9.0,Parda,4980.0,0.0,sudeste
31374201101.0,58,homem,9.0,Parda,8064.0,1.0,sudeste
31374201102.0,60,mulher,5.0,Branca,8064.0,1.0,sudeste
31374202102.0,56,mulher,11.0,Branca,,0.0,sudeste
31374203102.0,32,homem,5.0,Branca,4704.0,0.0,sudeste
31374204101.0,39,mulher,6.0,Parda,5088.0,0.0,sudeste
31374205101.0,49,mulher,7.0,Parda,5088.0,0.0,sudeste
31374205102.0,25,mulher,7.0,Parda,,0.0,sudeste
31374205106.0,21,mulher,7.0,Parda,4452.0,0.0,sudeste
31374206102.0,51,mulher,11.0,Branca,4494.0,0.0,sudeste
31374207101.0,27,homem,7.0,Parda,10368.0,1.0,sudeste
31374207102.0,26,mulher,8.0,Parda,3888.0,1.0,sudeste
31374208101.0,41,homem,11.0,Parda,15552.0,1.0,sudeste
31374208102.0,39,mulher,11.0,Parda,4665.599609375,1.0,sudeste
31374209101.0,59,homem,12.0,Branca,15552.0,1.0,sudeste
31374209102.0,54,mulher,11.0,Branca,,1.0,sudeste
31374210102.0,38,homem,11.0,Branca,6840.0,0.0,sudeste
31374211101.0,40,homem,8.0,Parda,16416.0,1.0,sudeste
31374211102.0,35,mulher,10.0,Branca,,1.0,sudeste
31374212102.0,60,mulher,5.0,Parda,,0.0,sudeste
31374213101.0,35,mulher,11.0,Branca,,0.0,sudeste
31374213103.0,30,homem,11.0,Parda,9576.0,0.0,sudeste
31374213104.0,29,mulher,10.0,Branca,-1.0,0.0,sudeste
31375002101.0,52,homem,7.0,Branca,-1.0,1.0,sudeste
31375002102.0,42,mulher,10.0,Parda,1641.60009765625,1.0,sudeste
31375002103.0,21,mulher,15.0,Parda,5940.0,0.0,sudeste
31375003101.0,35,homem,5.0,Preta,2052.0,1.0,sudeste
31375003102.0,33,mulher,5.0,Parda,,1.0,sudeste
31375004101.0,48,mulher,5.0,Parda,,0.0,sudeste
31375004102.0,21,homem,11.0,Parda,2664.0,0.0,sudeste
31375004103.0,26,mulher,11.0,Parda,,0.0,sudeste
31375005101.0,38,homem,7.0,Parda,3253.60009765625,1.0,sudeste
31375005102.0,32,mulher,8.0,Parda,,1.0,sudeste
31375006103.0,22,mulher,15.0,Parda,,0.0,sudeste
31375006104.0,20,mulher,14.0,Parda,,0.0,sudeste
31375009103.0,55,mulher,5.0,Branca,,0.0,sudeste
31375009104.0,36,mulher,11.0,Branca,,0.0,sudeste
31375009105.0,34,homem,11.0,Preta,5373.35986328125,0.0,sudeste
31375011101.0,35,homem,15.0,Parda,36720.0,1.0,sudeste
31375011102.0,38,mulher,5.0,Parda,,1.0,sudeste
31375013102.0,39,mulher,5.0,Parda,3600.0,0.0,sudeste
31376901101.0,39,mulher,11.0,Branca,3816.0,0.0,sudeste
31376902101.0,45,homem,8.0,Branca,7128.0,1.0,sudeste
31376902102.0,38,mulher,11.0,Branca,,1.0,sudeste
31376904103.0,25,mulher,8.0,Parda,999999.0,0.0,sudeste
31376905101.0,46,homem,8.0,Branca,10656.0,1.0,sudeste
31376905102.0,47,mulher,11.0,Branca,,1.0,sudeste
31376906101.0,59,mulher,5.0,Branca,3330.0,0.0,sudeste
31376907101.0,28,homem,11.0,Parda,8232.0,1.0,sudeste
31376907102.0,26,mulher,11.0,Branca,,1.0,sudeste
31376909101.0,40,mulher,5.0,Parda,,1.0,sudeste
31376909102.0,45,homem,5.0,Parda,,1.0,sudeste
31376909103.0,20,mulher,11.0,Parda,,0.0,sudeste
31376910102.0,46,homem,5.0,Parda,,0.0,sudeste
31376910103.0,38,mulher,5.0,Parda,,0.0,sudeste
31376911101.0,51,homem,5.0,Parda,9216.0,0.0,sudeste
31376913102.0,59,mulher,5.0,Parda,,0.0,sudeste
31377701102.0,31,homem,5.0,Parda,4930.2001953125,0.0,sudeste
31377701103.0,29,mulher,7.0,Parda,,0.0,sudeste
31377702101.0,41,homem,8.0,Branca,10872.0,1.0,sudeste
31377702102.0,41,mulher,6.0,Branca,,1.0,sudeste
31377703101.0,26,homem,11.0,Branca,18128.0,0.0,sudeste
31377704101.0,25,homem,11.0,Parda,8643.599609375,1.0,sudeste
31377704102.0,25,mulher,11.0,Parda,8643.599609375,1.0,sudeste
31377705101.0,51,homem,5.0,Parda,8820.0,1.0,sudeste
31377705102.0,42,mulher,5.0,Parda,6660.0,1.0,sudeste
31377705103.0,23,mulher,11.0,Branca,9760.80078125,0.0,sudeste
31377705104.0,21,homem,11.0,Parda,4233.60009765625,0.0,sudeste
31377708101.0,51,homem,5.0,Branca,,1.0,sudeste
31377708102.0,34,mulher,6.0,Parda,,1.0,sudeste
31377709101.0,54,homem,5.0,Parda,,1.0,sudeste
31377709102.0,50,mulher,6.0,Branca,-1.0,1.0,sudeste
31377709103.0,27,mulher,15.0,Branca,,0.0,sudeste
31377709104.0,23,homem,10.0,Parda,8208.0,0.0,sudeste
31377710101.0,35,homem,5.0,Parda,6000.0,1.0,sudeste
31377710102.0,31,mulher,11.0,Parda,,1.0,sudeste
31377711101.0,50,homem,5.0,Parda,5400.0,1.0,sudeste
31377711102.0,50,mulher,5.0,Parda,,1.0,sudeste
31377711103.0,20,homem,9.0,Parda,2400.0,0.0,sudeste
31377712101.0,52,mulher,11.0,Parda,8480.0,0.0,sudeste
