,Date,Hour,load,T
33816,2007-11-10,1,2707.0,32.666666667
33817,2007-11-10,2,2605.0,31.666666667
33818,2007-11-10,3,2544.0,32.0
33819,2007-11-10,4,2557.0,30.333333333
33820,2007-11-10,5,2614.0,29.666666667
33821,2007-11-10,6,2746.0,28.666666667
33822,2007-11-10,7,2973.0,27.333333333
33823,2007-11-10,8,3219.0,27.333333333
33824,2007-11-10,9,3412.0,29.666666667
33825,2007-11-10,10,3517.0,32.333333333
33826,2007-11-10,11,3530.0,34.333333333
33827,2007-11-10,12,3488.0,36.333333333
33828,2007-11-10,13,3416.0,38.333333333
33829,2007-11-10,14,3337.0,39.333333333
33830,2007-11-10,15,3315.0,39.666666667
33831,2007-11-10,16,3379.0,39.333333333
33832,2007-11-10,17,3642.0,37.333333333
33833,2007-11-10,18,3916.0,35.666666667
33834,2007-11-10,19,3836.0,34.333333333
33835,2007-11-10,20,3705.0,32.333333333
33836,2007-11-10,21,3569.0,30.666666667
33837,2007-11-10,22,3369.0,30.0
33838,2007-11-10,23,3106.0,29.0
33839,2007-11-10,24,2878.0,27.666666667
33840,2007-11-11,1,2710.0,27.0
33841,2007-11-11,2,2615.0,26.666666667
33842,2007-11-11,3,2576.0,27.333333333
33843,2007-11-11,4,2567.0,28.0
33844,2007-11-11,5,2602.0,27.333333333
33845,2007-11-11,6,2694.0,26.333333333
33846,2007-11-11,7,2842.0,25.0
33847,2007-11-11,8,3053.0,25.666666667
33848,2007-11-11,9,3286.0,29.333333333
33849,2007-11-11,10,3389.0,32.333333333
33850,2007-11-11,11,3391.0,35.0
33851,2007-11-11,12,3388.0,37.666666667
33852,2007-11-11,13,3334.0,39.666666667
33853,2007-11-11,14,3280.0,41.333333333
33854,2007-11-11,15,3275.0,41.666666667
33855,2007-11-11,16,3327.0,41.0
33856,2007-11-11,17,3645.0,39.0
33857,2007-11-11,18,3956.0,35.0
33858,2007-11-11,19,3891.0,34.666666667
33859,2007-11-11,20,3748.0,32.333333333
33860,2007-11-11,21,3559.0,31.333333333
33861,2007-11-11,22,3305.0,28.333333333
33862,2007-11-11,23,3020.0,27.333333333
33863,2007-11-11,24,2807.0,27.333333333
33864,2007-11-12,1,2656.0,24.666666667
33865,2007-11-12,2,2591.0,26.0
33866,2007-11-12,3,2578.0,24.333333333
33867,2007-11-12,4,2585.0,24.666666667
33868,2007-11-12,5,2677.0,24.666666667
33869,2007-11-12,6,2941.0,25.333333333
33870,2007-11-12,7,3316.0,25.666666667
33871,2007-11-12,8,3584.0,26.0
33872,2007-11-12,9,3812.0,29.0
33873,2007-11-12,10,3806.0,33.333333333
33874,2007-11-12,11,3807.0,36.333333333
33875,2007-11-12,12,3804.0,38.0
33876,2007-11-12,13,3680.0,41.0
33877,2007-11-12,14,3629.0,42.666666667
33878,2007-11-12,15,3605.0,42.333333333
33879,2007-11-12,16,3636.0,43.333333333
33880,2007-11-12,17,3930.0,40.666666667
33881,2007-11-12,18,4199.0,38.666666667
33882,2007-11-12,19,4128.0,39.0
33883,2007-11-12,20,3976.0,38.666666667
33884,2007-11-12,21,3743.0,38.333333333
33885,2007-11-12,22,3425.0,37.666666667
33886,2007-11-12,23,3053.0,38.333333333
33887,2007-11-12,24,2766.0,39.0
33888,2007-11-13,1,2591.0,39.333333333
33889,2007-11-13,2,2508.0,39.666666667
33890,2007-11-13,3,2462.0,40.0
33891,2007-11-13,4,2455.0,40.666666667
33892,2007-11-13,5,2547.0,41.0
33893,2007-11-13,6,2852.0,40.666666667
33894,2007-11-13,7,3379.0,40.333333333
33895,2007-11-13,8,3632.0,40.333333333
33896,2007-11-13,9,3643.0,41.333333333
33897,2007-11-13,10,3645.0,41.666666667
33898,2007-11-13,11,3641.0,43.666666667
33899,2007-11-13,12,3613.0,46.0
33900,2007-11-13,13,3553.0,50.666666667
33901,2007-11-13,14,3535.0,52.0
33902,2007-11-13,15,3496.0,52.0
33903,2007-11-13,16,3521.0,52.0
33904,2007-11-13,17,3773.0,49.333333333
33905,2007-11-13,18,4050.0,45.666666667
33906,2007-11-13,19,4016.0,40.666666667
33907,2007-11-13,20,3876.0,39.333333333
33908,2007-11-13,21,3679.0,33.333333333
33909,2007-11-13,22,3379.0,33.0
33910,2007-11-13,23,3017.0,31.666666667
33911,2007-11-13,24,2732.0,31.0
33912,2007-11-14,1,2561.0,29.333333333
33913,2007-11-14,2,2474.0,32.666666667
33914,2007-11-14,3,2440.0,32.333333333
33915,2007-11-14,4,2444.0,33.333333333
33916,2007-11-14,5,2563.0,31.333333333
33917,2007-11-14,6,2891.0,32.333333333
33918,2007-11-14,7,3416.0,31.0
33919,2007-11-14,8,3618.0,32.0
33920,2007-11-14,9,3607.0,35.333333333
33921,2007-11-14,10,3587.0,40.333333333
33922,2007-11-14,11,3575.0,44.333333333
33923,2007-11-14,12,3546.0,50.0
33924,2007-11-14,13,3502.0,53.0
33925,2007-11-14,14,3470.0,56.0
33926,2007-11-14,15,3443.0,56.333333333
33927,2007-11-14,16,3465.0,56.0
33928,2007-11-14,17,3766.0,55.0
33929,2007-11-14,18,4025.0,54.666666667
33930,2007-11-14,19,3989.0,53.666666667
33931,2007-11-14,20,3840.0,54.0
33932,2007-11-14,21,3634.0,53.0
33933,2007-11-14,22,3320.0,53.0
33934,2007-11-14,23,2934.0,53.0
33935,2007-11-14,24,2657.0,53.0
33936,2007-11-15,1,2482.0,52.0
33937,2007-11-15,2,2390.0,52.333333333
33938,2007-11-15,3,2344.0,52.0
33939,2007-11-15,4,2334.0,51.666666667
33940,2007-11-15,5,2422.0,51.333333333
33941,2007-11-15,6,2725.0,50.666666667
33942,2007-11-15,7,3252.0,50.333333333
33943,2007-11-15,8,3514.0,50.333333333
33944,2007-11-15,9,3561.0,50.0
33945,2007-11-15,10,3591.0,50.333333333
33946,2007-11-15,11,3632.0,50.333333333
33947,2007-11-15,12,3641.0,50.0
33948,2007-11-15,13,3635.0,50.666666667
33949,2007-11-15,14,3637.0,49.666666667
33950,2007-11-15,15,3627.0,47.0
33951,2007-11-15,16,3689.0,46.666666667
33952,2007-11-15,17,3919.0,46.333333333
33953,2007-11-15,18,4051.0,45.333333333
33954,2007-11-15,19,4009.0,45.333333333
33955,2007-11-15,20,3870.0,44.666666667
33956,2007-11-15,21,3668.0,44.0
33957,2007-11-15,22,3371.0,42.666666667
33958,2007-11-15,23,3010.0,42.333333333
33959,2007-11-15,24,2742.0,42.0
33960,2007-11-16,1,2569.0,41.666666667
33961,2007-11-16,2,2475.0,41.333333333
33962,2007-11-16,3,2440.0,40.666666667
33963,2007-11-16,4,2444.0,40.0
33964,2007-11-16,5,2542.0,39.666666667
33965,2007-11-16,6,2854.0,38.333333333
33966,2007-11-16,7,3369.0,37.666666667
33967,2007-11-16,8,3645.0,37.0
33968,2007-11-16,9,3699.0,37.0
33969,2007-11-16,10,3738.0,37.333333333
33970,2007-11-16,11,3770.0,37.666666667
33971,2007-11-16,12,3779.0,38.0
33972,2007-11-16,13,3735.0,37.666666667
33973,2007-11-16,14,3716.0,38.333333333
33974,2007-11-16,15,3677.0,38.666666667
33975,2007-11-16,16,3672.0,37.666666667
33976,2007-11-16,17,3901.0,36.333333333
33977,2007-11-16,18,4078.0,35.333333333
33978,2007-11-16,19,4011.0,34.0
33979,2007-11-16,20,3872.0,33.333333333
33980,2007-11-16,21,3720.0,32.666666667
33981,2007-11-16,22,3504.0,31.666666667
33982,2007-11-16,23,3218.0,30.666666667
33983,2007-11-16,24,2953.0,30.666666667
33984,2007-11-17,1,2759.0,30.333333333
33985,2007-11-17,2,2664.0,30.666666667
33986,2007-11-17,3,2619.0,30.333333333
33987,2007-11-17,4,2602.0,29.666666667
33988,2007-11-17,5,2639.0,29.666666667
33989,2007-11-17,6,2776.0,29.666666667
33990,2007-11-17,7,2978.0,28.666666667
33991,2007-11-17,8,3206.0,26.333333333
33992,2007-11-17,9,3406.0,30.666666667
33993,2007-11-17,10,3507.0,32.666666667
33994,2007-11-17,11,3508.0,35.0
33995,2007-11-17,12,3477.0,36.0
33996,2007-11-17,13,3415.0,38.666666667
33997,2007-11-17,14,3340.0,39.333333333
33998,2007-11-17,15,3323.0,37.666666667
33999,2007-11-17,16,3374.0,38.0
34000,2007-11-17,17,3683.0,37.0
34001,2007-11-17,18,3918.0,35.0
34002,2007-11-17,19,3862.0,34.333333333
34003,2007-11-17,20,3734.0,32.333333333
34004,2007-11-17,21,3572.0,31.0
34005,2007-11-17,22,3388.0,29.333333333
34006,2007-11-17,23,3131.0,30.333333333
34007,2007-11-17,24,2902.0,28.666666667
34008,2007-11-18,1,2725.0,27.0
34009,2007-11-18,2,2632.0,27.0
34010,2007-11-18,3,2583.0,26.0
34011,2007-11-18,4,2586.0,23.333333333
34012,2007-11-18,5,2612.0,21.666666667
34013,2007-11-18,6,2708.0,21.666666667
34014,2007-11-18,7,2854.0,19.666666667
34015,2007-11-18,8,3068.0,20.333333333
34016,2007-11-18,9,3294.0,25.0
34017,2007-11-18,10,3397.0,30.666666667
34018,2007-11-18,11,3430.0,35.0
34019,2007-11-18,12,3414.0,37.0
34020,2007-11-18,13,3374.0,38.666666667
34021,2007-11-18,14,3331.0,39.666666667
34022,2007-11-18,15,3312.0,40.333333333
34023,2007-11-18,16,3388.0,38.0
34024,2007-11-18,17,3736.0,36.666666667
34025,2007-11-18,18,4020.0,33.0
34026,2007-11-18,19,3987.0,30.333333333
34027,2007-11-18,20,3868.0,29.333333333
34028,2007-11-18,21,3683.0,27.666666667
34029,2007-11-18,22,3414.0,27.0
34030,2007-11-18,23,3117.0,27.333333333
34031,2007-11-18,24,2886.0,27.333333333
34032,2007-11-19,1,2731.0,26.0
34033,2007-11-19,2,2658.0,25.333333333
34034,2007-11-19,3,2643.0,25.0
34035,2007-11-19,4,2659.0,24.333333333
34036,2007-11-19,5,2771.0,24.333333333
34037,2007-11-19,6,3083.0,24.333333333
34038,2007-11-19,7,3588.0,21.333333333
34039,2007-11-19,8,3813.0,22.666666667
34040,2007-11-19,9,3842.0,26.0
34041,2007-11-19,10,3838.0,29.333333333
34042,2007-11-19,11,3817.0,32.0
34043,2007-11-19,12,3774.0,33.666666667
34044,2007-11-19,13,3723.0,36.0
34045,2007-11-19,14,3701.0,37.666666667
34046,2007-11-19,15,3680.0,37.666666667
34047,2007-11-19,16,3711.0,37.666666667
34048,2007-11-19,17,3996.0,36.0
34049,2007-11-19,18,4239.0,32.666666667
34050,2007-11-19,19,4221.0,32.333333333
34051,2007-11-19,20,4111.0,32.0
34052,2007-11-19,21,3860.0,32.0
34053,2007-11-19,22,3543.0,31.333333333
34054,2007-11-19,23,3169.0,31.0
34055,2007-11-19,24,2887.0,31.666666667
34056,2007-11-20,1,2759.0,31.666666667
34057,2007-11-20,2,2673.0,31.0
34058,2007-11-20,3,2621.0,31.0
34059,2007-11-20,4,2640.0,31.333333333
34060,2007-11-20,5,2734.0,30.666666667
34061,2007-11-20,6,3034.0,31.333333333
34062,2007-11-20,7,3539.0,32.0
34063,2007-11-20,8,3766.0,31.0
34064,2007-11-20,9,3818.0,32.333333333
34065,2007-11-20,10,3862.0,33.333333333
34066,2007-11-20,11,3885.0,34.333333333
34067,2007-11-20,12,3884.0,32.666666667
34068,2007-11-20,13,3858.0,33.0
34069,2007-11-20,14,3847.0,33.666666667
34070,2007-11-20,15,3819.0,34.0
34071,2007-11-20,16,3859.0,34.666666667
34072,2007-11-20,17,4053.0,34.666666667
34073,2007-11-20,18,4174.0,35.0
34074,2007-11-20,19,4114.0,34.666666667
34075,2007-11-20,20,3982.0,35.333333333
34076,2007-11-20,21,3805.0,34.0
34077,2007-11-20,22,3509.0,33.666666667
34078,2007-11-20,23,3138.0,32.666666667
34079,2007-11-20,24,2839.0,33.333333333
34080,2007-11-21,1,2646.0,32.333333333
34081,2007-11-21,2,2548.0,32.333333333
34082,2007-11-21,3,2506.0,32.0
34083,2007-11-21,4,2505.0,32.666666667
34084,2007-11-21,5,2600.0,32.333333333
34085,2007-11-21,6,2864.0,32.0
34086,2007-11-21,7,3276.0,31.666666667
34087,2007-11-21,8,3564.0,32.333333333
34088,2007-11-21,9,3712.0,33.0
34089,2007-11-21,10,3789.0,34.333333333
34090,2007-11-21,11,3835.0,35.333333333
34091,2007-11-21,12,3838.0,35.666666667
34092,2007-11-21,13,3784.0,36.333333333
34093,2007-11-21,14,3771.0,37.0
34094,2007-11-21,15,3742.0,37.0
34095,2007-11-21,16,3754.0,37.0
34096,2007-11-21,17,3937.0,37.333333333
34097,2007-11-21,18,4028.0,37.0
34098,2007-11-21,19,3944.0,37.0
34099,2007-11-21,20,3811.0,37.333333333
34100,2007-11-21,21,3647.0,36.666666667
34101,2007-11-21,22,3365.0,36.333333333
34102,2007-11-21,23,3032.0,36.333333333
34103,2007-11-21,24,2713.0,36.0
34104,2007-11-22,1,2504.0,36.0
34105,2007-11-22,2,2390.0,35.666666667
34106,2007-11-22,3,2319.0,36.0
34107,2007-11-22,4,2302.0,35.666666667
34108,2007-11-22,5,2342.0,36.0
34109,2007-11-22,6,2463.0,35.666666667
34110,2007-11-22,7,2645.0,35.333333333
34111,2007-11-22,8,2931.0,35.666666667
34112,2007-11-22,9,3253.0,35.666666667
34113,2007-11-22,10,3517.0,35.666666667
34114,2007-11-22,11,3641.0,36.666666667
34115,2007-11-22,12,3647.0,37.333333333
34116,2007-11-22,13,3474.0,38.0
34117,2007-11-22,14,3215.0,38.0
34118,2007-11-22,15,3070.0,38.0
34119,2007-11-22,16,3020.0,37.666666667
34120,2007-11-22,17,3125.0,37.333333333
34121,2007-11-22,18,3162.0,37.0
34122,2007-11-22,19,3162.0,37.0
34123,2007-11-22,20,3137.0,36.666666667
34124,2007-11-22,21,3073.0,37.0
34125,2007-11-22,22,2940.0,36.666666667
34126,2007-11-22,23,2759.0,38.333333333
34127,2007-11-22,24,2576.0,37.333333333
34128,2007-11-23,1,2441.0,36.0
34129,2007-11-23,2,2388.0,33.666666667
34130,2007-11-23,3,2373.0,33.0
34131,2007-11-23,4,2405.0,32.0
34132,2007-11-23,5,2490.0,30.666666667
34133,2007-11-23,6,2655.0,30.0
34134,2007-11-23,7,2901.0,29.333333333
34135,2007-11-23,8,3091.0,29.0
34136,2007-11-23,9,3317.0,28.0
34137,2007-11-23,10,3437.0,28.333333333
34138,2007-11-23,11,3498.0,30.333333333
34139,2007-11-23,12,3500.0,30.333333333
34140,2007-11-23,13,3470.0,31.666666667
34141,2007-11-23,14,3433.0,32.666666667
34142,2007-11-23,15,3426.0,32.333333333
34143,2007-11-23,16,3496.0,31.333333333
34144,2007-11-23,17,3821.0,29.333333333
34145,2007-11-23,18,4023.0,27.333333333
34146,2007-11-23,19,3959.0,26.333333333
34147,2007-11-23,20,3857.0,24.333333333
34148,2007-11-23,21,3723.0,24.0
34149,2007-11-23,22,3530.0,23.333333333
34150,2007-11-23,23,3262.0,22.666666667
34151,2007-11-23,24,3021.0,21.666666667
34152,2007-11-24,1,2851.0,21.0
34153,2007-11-24,2,2759.0,20.0
34154,2007-11-24,3,2716.0,20.0
34155,2007-11-24,4,2716.0,19.666666667
34156,2007-11-24,5,2761.0,19.0
34157,2007-11-24,6,2874.0,19.0
34158,2007-11-24,7,3061.0,18.333333333
34159,2007-11-24,8,3258.0,18.0
34160,2007-11-24,9,3488.0,20.0
34161,2007-11-24,10,3632.0,22.666666667
34162,2007-11-24,11,3661.0,24.666666667
34163,2007-11-24,12,3618.0,26.666666667
34164,2007-11-24,13,3559.0,27.666666667
34165,2007-11-24,14,3485.0,28.666666667
34166,2007-11-24,15,3454.0,29.666666667
34167,2007-11-24,16,3527.0,29.666666667
34168,2007-11-24,17,3858.0,28.0
34169,2007-11-24,18,4046.0,27.0
34170,2007-11-24,19,3981.0,27.333333333
34171,2007-11-24,20,3858.0,27.666666667
34172,2007-11-24,21,3701.0,27.666666667
34173,2007-11-24,22,3510.0,28.0
34174,2007-11-24,23,3239.0,28.333333333
34175,2007-11-24,24,2998.0,28.333333333
34176,2007-11-25,1,2810.0,28.0
34177,2007-11-25,2,2704.0,28.0
34178,2007-11-25,3,2659.0,26.0
34179,2007-11-25,4,2648.0,25.666666667
34180,2007-11-25,5,2672.0,24.666666667
34181,2007-11-25,6,2767.0,24.666666667
34182,2007-11-25,7,2906.0,24.0
34183,2007-11-25,8,3101.0,24.333333333
34184,2007-11-25,9,3351.0,28.0
34185,2007-11-25,10,3488.0,30.666666667
34186,2007-11-25,11,3522.0,34.666666667
34187,2007-11-25,12,3497.0,38.333333333
34188,2007-11-25,13,3450.0,39.666666667
34189,2007-11-25,14,3377.0,41.0
34190,2007-11-25,15,3321.0,43.0
34191,2007-11-25,16,3388.0,42.666666667
34192,2007-11-25,17,3761.0,41.0
34193,2007-11-25,18,4034.0,36.666666667
34194,2007-11-25,19,3999.0,35.0
34195,2007-11-25,20,3863.0,35.0
34196,2007-11-25,21,3663.0,33.666666667
34197,2007-11-25,22,3394.0,33.0
34198,2007-11-25,23,3082.0,33.333333333
34199,2007-11-25,24,2838.0,33.0
34200,2007-11-26,1,2647.0,32.666666667
34201,2007-11-26,2,2557.0,34.0
34202,2007-11-26,3,2514.0,35.666666667
34203,2007-11-26,4,2529.0,36.333333333
34204,2007-11-26,5,2627.0,36.0
34205,2007-11-26,6,2920.0,34.666666667
34206,2007-11-26,7,3440.0,35.0
34207,2007-11-26,8,3709.0,35.0
34208,2007-11-26,9,3774.0,36.0
34209,2007-11-26,10,3821.0,37.333333333
34210,2007-11-26,11,3841.0,38.666666667
34211,2007-11-26,12,3826.0,40.333333333
34212,2007-11-26,13,3790.0,40.666666667
34213,2007-11-26,14,3780.0,41.0
34214,2007-11-26,15,3747.0,41.0
34215,2007-11-26,16,3816.0,41.0
34216,2007-11-26,17,4115.0,40.666666667
34217,2007-11-26,18,4261.0,40.333333333
34218,2007-11-26,19,4216.0,40.0
34219,2007-11-26,20,4098.0,40.0
34220,2007-11-26,21,3861.0,40.333333333
34221,2007-11-26,22,3548.0,40.0
34222,2007-11-26,23,3149.0,39.666666667
34223,2007-11-26,24,2794.0,39.666666667
34224,2007-11-27,1,2588.0,40.0
34225,2007-11-27,2,2525.0,39.666666667
34226,2007-11-27,3,2491.0,39.0
34227,2007-11-27,4,2497.0,38.333333333
34228,2007-11-27,5,2572.0,38.666666667
34229,2007-11-27,6,2875.0,37.666666667
34230,2007-11-27,7,3397.0,37.333333333
34231,2007-11-27,8,3631.0,37.333333333
34232,2007-11-27,9,3656.0,38.666666667
34233,2007-11-27,10,3662.0,41.666666667
34234,2007-11-27,11,3718.0,46.0
34235,2007-11-27,12,3697.0,46.666666667
34236,2007-11-27,13,3648.0,47.666666667
34237,2007-11-27,14,3605.0,47.666666667
34238,2007-11-27,15,3587.0,45.666666667
34239,2007-11-27,16,3651.0,45.0
34240,2007-11-27,17,3976.0,43.666666667
34241,2007-11-27,18,4230.0,41.333333333
34242,2007-11-27,19,4206.0,41.0
34243,2007-11-27,20,4091.0,39.666666667
34244,2007-11-27,21,3901.0,38.333333333
34245,2007-11-27,22,3608.0,35.666666667
34246,2007-11-27,23,3254.0,33.0
34247,2007-11-27,24,2945.0,34.0
34248,2007-11-28,1,2736.0,34.0
34249,2007-11-28,2,2662.0,33.666666667
34250,2007-11-28,3,2632.0,33.666666667
34251,2007-11-28,4,2647.0,32.0
34252,2007-11-28,5,2754.0,32.0
34253,2007-11-28,6,3074.0,31.333333333
34254,2007-11-28,7,3614.0,30.666666667
34255,2007-11-28,8,3829.0,30.333333333
34256,2007-11-28,9,3846.0,30.333333333
34257,2007-11-28,10,3862.0,31.333333333
34258,2007-11-28,11,3859.0,31.0
34259,2007-11-28,12,3841.0,31.666666667
34260,2007-11-28,13,3798.0,33.666666667
34261,2007-11-28,14,3798.0,33.0
34262,2007-11-28,15,3801.0,33.333333333
34263,2007-11-28,16,3843.0,32.333333333
34264,2007-11-28,17,4174.0,31.0
34265,2007-11-28,18,4430.0,29.0
34266,2007-11-28,19,4395.0,27.0
34267,2007-11-28,20,4278.0,27.0
34268,2007-11-28,21,4094.0,26.0
34269,2007-11-28,22,3782.0,25.666666667
34270,2007-11-28,23,3379.0,26.666666667
34271,2007-11-28,24,3061.0,27.0
34272,2007-11-29,1,2865.0,27.666666667
34273,2007-11-29,2,2779.0,29.0
34274,2007-11-29,3,2746.0,29.666666667
34275,2007-11-29,4,2754.0,31.0
34276,2007-11-29,5,2854.0,31.333333333
34277,2007-11-29,6,3159.0,32.0
34278,2007-11-29,7,3662.0,33.0
34279,2007-11-29,8,3917.0,33.666666667
34280,2007-11-29,9,3909.0,34.666666667
34281,2007-11-29,10,3909.0,39.0
34282,2007-11-29,11,3928.0,40.0
34283,2007-11-29,12,3905.0,41.0
34284,2007-11-29,13,3873.0,42.0
34285,2007-11-29,14,3828.0,43.0
34286,2007-11-29,15,3814.0,43.0
34287,2007-11-29,16,3823.0,42.666666667
34288,2007-11-29,17,4089.0,42.333333333
34289,2007-11-29,18,4311.0,40.333333333
34290,2007-11-29,19,4276.0,39.333333333
34291,2007-11-29,20,4125.0,37.333333333
34292,2007-11-29,21,3954.0,37.333333333
34293,2007-11-29,22,3686.0,38.666666667
34294,2007-11-29,23,3308.0,37.0
34295,2007-11-29,24,2986.0,36.0
34296,2007-11-30,1,2807.0,35.0
34297,2007-11-30,2,2717.0,34.666666667
34298,2007-11-30,3,2677.0,34.0
34299,2007-11-30,4,2685.0,33.0
34300,2007-11-30,5,2798.0,32.333333333
34301,2007-11-30,6,3113.0,31.333333333
34302,2007-11-30,7,3637.0,29.666666667
34303,2007-11-30,8,3869.0,29.666666667
34304,2007-11-30,9,3864.0,30.0
34305,2007-11-30,10,3859.0,32.0
34306,2007-11-30,11,3863.0,33.333333333
34307,2007-11-30,12,3835.0,34.333333333
34308,2007-11-30,13,3786.0,35.333333333
34309,2007-11-30,14,3753.0,36.333333333
34310,2007-11-30,15,3725.0,37.333333333
34311,2007-11-30,16,3740.0,36.333333333
34312,2007-11-30,17,4062.0,35.333333333
34313,2007-11-30,18,4263.0,33.0
34314,2007-11-30,19,4203.0,33.333333333
34315,2007-11-30,20,4082.0,33.666666667
34316,2007-11-30,21,3930.0,32.0
34317,2007-11-30,22,3707.0,33.333333333
34318,2007-11-30,23,3395.0,33.333333333
34319,2007-11-30,24,3084.0,32.333333333
34320,2007-12-01,1,2876.0,32.333333333
34321,2007-12-01,2,2768.0,31.0
34322,2007-12-01,3,2744.0,29.666666667
34323,2007-12-01,4,2751.0,28.0
34324,2007-12-01,5,2800.0,25.666666667
34325,2007-12-01,6,2946.0,23.666666667
34326,2007-12-01,7,3202.0,22.333333333
34327,2007-12-01,8,3450.0,20.666666667
34328,2007-12-01,9,3705.0,20.0
34329,2007-12-01,10,3847.0,19.0
34330,2007-12-01,11,3852.0,19.666666667
34331,2007-12-01,12,3822.0,19.0
34332,2007-12-01,13,3789.0,20.0
34333,2007-12-01,14,3764.0,20.0
34334,2007-12-01,15,3740.0,19.666666667
34335,2007-12-01,16,3823.0,18.666666667
34336,2007-12-01,17,4196.0,17.0
34337,2007-12-01,18,4396.0,15.666666667
34338,2007-12-01,19,4291.0,14.333333333
34339,2007-12-01,20,4178.0,14.0
34340,2007-12-01,21,4024.0,13.666666667
34341,2007-12-01,22,3821.0,12.666666667
34342,2007-12-01,23,3554.0,12.666666667
34343,2007-12-01,24,3318.0,12.333333333
34344,2007-12-02,1,3177.0,12.333333333
34345,2007-12-02,2,3063.0,12.333333333
34346,2007-12-02,3,3006.0,13.0
34347,2007-12-02,4,2981.0,13.333333333
34348,2007-12-02,5,3020.0,13.333333333
34349,2007-12-02,6,3077.0,13.666666667
34350,2007-12-02,7,3230.0,14.333333333
34351,2007-12-02,8,3456.0,14.666666667
34352,2007-12-02,9,3707.0,15.666666667
34353,2007-12-02,10,3826.0,16.666666667
34354,2007-12-02,11,3830.0,18.333333333
34355,2007-12-02,12,3829.0,21.0
34356,2007-12-02,13,3784.0,22.333333333
34357,2007-12-02,14,3741.0,23.666666667
34358,2007-12-02,15,3779.0,24.0
34359,2007-12-02,16,3924.0,25.0
34360,2007-12-02,17,4277.0,24.666666667
34361,2007-12-02,18,4442.0,24.666666667
34362,2007-12-02,19,4373.0,24.666666667
34363,2007-12-02,20,4222.0,23.333333333
34364,2007-12-02,21,4001.0,23.333333333
34365,2007-12-02,22,3687.0,24.0
34366,2007-12-02,23,3326.0,23.666666667
34367,2007-12-02,24,3041.0,24.0
34368,2007-12-03,1,2893.0,23.666666667
34369,2007-12-03,2,2796.0,24.0
34370,2007-12-03,3,2807.0,24.666666667
34371,2007-12-03,4,2818.0,24.333333333
34372,2007-12-03,5,2910.0,27.333333333
34373,2007-12-03,6,3173.0,27.333333333
34374,2007-12-03,7,3498.0,28.666666667
34375,2007-12-03,8,3755.0,29.0
34376,2007-12-03,9,3938.0,31.0
34377,2007-12-03,10,4064.0,31.0
34378,2007-12-03,11,4150.0,32.666666667
34379,2007-12-03,12,4196.0,30.666666667
34380,2007-12-03,13,4177.0,29.666666667
34381,2007-12-03,14,4129.0,29.666666667
34382,2007-12-03,15,4080.0,29.0
34383,2007-12-03,16,4088.0,29.0
34384,2007-12-03,17,4390.0,28.0
34385,2007-12-03,18,4593.0,27.0
34386,2007-12-03,19,4516.0,25.666666667
34387,2007-12-03,20,4333.0,25.666666667
34388,2007-12-03,21,4083.0,25.0
34389,2007-12-03,22,3742.0,25.0
34390,2007-12-03,23,3371.0,24.333333333
34391,2007-12-03,24,3077.0,23.666666667
34392,2007-12-04,1,2892.0,23.0
34393,2007-12-04,2,2797.0,21.666666667
34394,2007-12-04,3,2776.0,20.666666667
34395,2007-12-04,4,2784.0,20.0
34396,2007-12-04,5,2887.0,19.666666667
34397,2007-12-04,6,3208.0,19.333333333
34398,2007-12-04,7,3740.0,19.333333333
34399,2007-12-04,8,3949.0,19.333333333
34400,2007-12-04,9,3983.0,19.333333333
34401,2007-12-04,10,4014.0,20.0
34402,2007-12-04,11,4033.0,20.666666667
34403,2007-12-04,12,4011.0,21.666666667
34404,2007-12-04,13,3978.0,22.666666667
34405,2007-12-04,14,3984.0,23.333333333
34406,2007-12-04,15,3953.0,24.333333333
34407,2007-12-04,16,3983.0,25.0
34408,2007-12-04,17,4329.0,25.0
34409,2007-12-04,18,4558.0,25.0
34410,2007-12-04,19,4539.0,24.666666667
34411,2007-12-04,20,4409.0,24.0
34412,2007-12-04,21,4216.0,23.333333333
34413,2007-12-04,22,3907.0,21.666666667
34414,2007-12-04,23,3509.0,21.666666667
34415,2007-12-04,24,3199.0,19.333333333
34416,2007-12-05,1,3010.0,18.0
34417,2007-12-05,2,2917.0,18.666666667
34418,2007-12-05,3,2884.0,17.333333333
34419,2007-12-05,4,2897.0,17.666666667
34420,2007-12-05,5,3001.0,16.333333333
34421,2007-12-05,6,3317.0,15.0
34422,2007-12-05,7,3860.0,15.333333333
34423,2007-12-05,8,4058.0,14.666666667
34424,2007-12-05,9,4047.0,16.666666667
34425,2007-12-05,10,4029.0,18.666666667
34426,2007-12-05,11,4020.0,22.0
34427,2007-12-05,12,3986.0,24.666666667
34428,2007-12-05,13,3953.0,26.0
34429,2007-12-05,14,3942.0,27.333333333
34430,2007-12-05,15,3937.0,27.333333333
34431,2007-12-05,16,4009.0,27.0
34432,2007-12-05,17,4373.0,26.333333333
34433,2007-12-05,18,4582.0,25.666666667
34434,2007-12-05,19,4545.0,24.666666667
34435,2007-12-05,20,4425.0,23.666666667
34436,2007-12-05,21,4256.0,22.0
34437,2007-12-05,22,3945.0,21.666666667
34438,2007-12-05,23,3540.0,20.0
34439,2007-12-05,24,3219.0,18.333333333
34440,2007-12-06,1,3037.0,17.333333333
34441,2007-12-06,2,2949.0,16.666666667
